APNIC Allocated Address Table
-----------------------------

Origin AS       Network
  9396          202.56.121.0/24
 10077          202.56.122.0/24
 10077          202.56.123.0/24
 10077          202.56.124.0/24
 10077          202.56.125.0/24
 10077          202.56.126.0/24
  9396          202.56.127.0/24
  9656          202.56.128.0/19
 45287          202.56.160.0/22
 45287          202.56.160.0/24
 45287          202.56.161.0/24
 45287          202.56.162.0/24
 45287          202.56.163.0/24
 45305          202.56.164.0/22
 45305          202.56.164.0/24
 23456          202.56.168.0/24
 23456          202.56.169.0/24
 23456          202.56.170.0/24
 23456          202.56.171.0/24
 23456          202.56.172.0/24
 23456          202.56.173.0/24
 23456          202.56.174.0/24
 23456          202.56.175.0/24
  7494          202.56.176.0/24
  7494          202.56.177.0/24
  7494          202.56.178.0/24
  7494          202.56.179.0/24
  7494          202.56.180.0/24
  7494          202.56.181.0/24
  7494          202.56.182.0/24
  7494          202.56.183.0/24
  7494          202.56.184.0/24
  7494          202.56.185.0/24
  7494          202.56.186.0/24
  7494          202.56.188.0/24
  7494          202.56.189.0/24
  7494          202.56.190.0/24
  7494          202.56.191.0/24
  9498          202.56.192.0/18
  9498          202.56.193.0/24
  9498          202.56.194.0/24
  9498          202.56.195.0/24
  9498          202.56.196.0/24
  9498          202.56.202.0/24
  9498          202.56.204.0/24
  9498          202.56.207.0/24
  9498          202.56.212.0/24
  9498          202.56.214.0/24
 24560          202.56.215.0/24
 24560          202.56.221.0/24
 24560          202.56.224.0/24
 24560          202.56.226.0/24
 24560          202.56.227.0/24
  9498          202.56.228.0/22
  9498          202.56.228.0/24
  9498          202.56.230.0/24
  9498          202.56.232.0/22
  9498          202.56.234.0/24
  9498          202.56.236.0/22
  9498          202.56.241.0/24
  9498          202.56.246.0/24
  9498          202.56.248.0/24
  9498          202.56.249.0/24
  9498          202.56.250.0/24
  9498          202.56.251.0/24
  9498          202.56.253.0/24
  9498          202.56.254.0/24
  9498          202.56.255.0/24
 17658          202.57.0.0/24
 17658          202.57.1.0/24
 17658          202.57.2.0/24
 17658          202.57.3.0/24
 17658          202.57.4.0/24
 17658          202.57.5.0/24
 17658          202.57.6.0/24
 17658          202.57.7.0/24
 17658          202.57.8.0/24
 17658          202.57.9.0/24
 17658          202.57.10.0/24
 17658          202.57.11.0/24
 17658          202.57.13.0/24
 17658          202.57.14.0/24
 18112          202.57.16.0/21
 18112          202.57.16.0/22
 18112          202.57.20.0/22
 18112          202.57.20.0/23
 45756          202.57.24.0/23
 45756          202.57.26.0/23
 18112          202.57.28.0/22
  9927          202.57.32.0/24
  9927          202.57.33.0/24
  9927          202.57.34.0/24
  9927          202.57.35.0/24
  9927          202.57.36.0/24
  9927          202.57.37.0/24
  9927          202.57.38.0/24
  9927          202.57.39.0/24
  9927          202.57.40.0/24
  9927          202.57.41.0/24
  9927          202.57.42.0/24
  9927          202.57.43.0/24
  9927          202.57.44.0/24
  9927          202.57.45.0/24
  9927          202.57.46.0/24
  9927          202.57.47.0/24
  9927          202.57.48.0/24
  9927          202.57.49.0/24
  9927          202.57.50.0/24
  9927          202.57.51.0/24
  9927          202.57.52.0/24
  9927          202.57.53.0/24
  9927          202.57.54.0/24
  9927          202.57.55.0/24
 59235          202.57.56.0/24
  9927          202.57.57.0/24
  9927          202.57.58.0/24
 58884          202.57.59.0/24
 58706          202.57.60.0/24
  9927          202.57.61.0/24
  9927          202.57.62.0/24
  9927          202.57.63.0/24
  7629          202.57.64.0/19
  7629          202.57.64.0/20
  7629          202.57.80.0/20
  7629          202.57.96.0/21
  7629          202.57.96.0/24
  7629          202.57.102.0/23
  7629          202.57.104.0/22
  7629          202.57.108.0/23
 24241          202.57.108.0/24
  7629          202.57.111.0/24
  7629          202.57.113.0/24
  7629          202.57.114.0/23
  7629          202.57.116.0/22
 24241          202.57.117.0/24
 24241          202.57.118.0/24
  7629          202.57.119.0/24
  7629          202.57.120.0/21
  7629          202.57.120.0/22
  7629          202.57.124.0/23
  7629          202.57.127.0/24
  7654          202.57.128.0/18
  7654          202.57.128.0/24
  7654          202.57.129.0/24
  7654          202.57.130.0/24
  7654          202.57.160.0/24
  7654          202.57.162.0/24
  7654          202.57.163.0/24
  7654          202.57.176.0/22
  7654          202.57.191.0/24
  9726          202.57.220.0/24
  9726          202.57.221.0/24
  9726          202.57.222.0/24
  9726          202.57.223.0/24
 18134          202.57.224.0/20
  4694          202.58.1.0/24
 24383          202.58.2.0/24
 56228          202.58.3.0/24
 24265          202.58.4.0/22
 24247          202.58.8.0/21
 38238          202.58.13.0/24
  9370          202.58.16.0/22
  9667          202.58.32.0/19
 17800          202.58.64.0/24
 17800          202.58.65.0/24
 17800          202.58.66.0/24
 17800          202.58.67.0/24
 17800          202.58.68.0/24
 17800          202.58.69.0/24
 17800          202.58.70.0/24
 17800          202.58.71.0/24
 17800          202.58.72.0/24
 17800          202.58.73.0/24
 17800          202.58.74.0/24
 17800          202.58.75.0/24
 17800          202.58.76.0/24
 17800          202.58.77.0/24
 17800          202.58.78.0/24
 17800          202.58.79.0/24
 24020          202.58.80.0/20
 23456          202.58.96.0/24
 23456          202.58.97.0/24
 23456          202.58.98.0/24
 23456          202.58.99.0/24
 13789          202.58.100.0/24
 45645          202.58.101.0/24
 45644          202.58.102.0/24
 45644          202.58.103.0/24
 23828          202.58.116.0/22
 45693          202.58.120.0/24
 45693          202.58.121.0/24
 18229          202.58.122.0/24
 17439          202.58.123.0/24
 18156          202.58.124.0/24
 45660          202.58.125.0/24
 45537          202.58.126.0/24
 17828          202.58.128.0/22
 17828          202.58.131.0/24
 24109          202.58.132.0/24
 24109          202.58.133.0/24
 24109          202.58.134.0/24
 24109          202.58.135.0/24
 24245          202.58.136.0/21
 24245          202.58.138.0/24
 53779          202.58.140.0/24
 23778          202.58.144.0/20
 24526          202.58.160.0/24
 24526          202.58.161.0/24
 24526          202.58.162.0/24
 24526          202.58.163.0/24
 24526          202.58.164.0/24
 24526          202.58.165.0/24
 24526          202.58.166.0/24
 24526          202.58.167.0/24
 24526          202.58.168.0/24
 24526          202.58.169.0/24
 24526          202.58.170.0/24
 24526          202.58.171.0/24
 24526          202.58.172.0/24
 24526          202.58.173.0/24
 24526          202.58.174.0/24
 24526          202.58.175.0/24
 24526          202.58.176.0/21
 24526          202.58.176.0/24
 24526          202.58.177.0/24
 24526          202.58.178.0/24
 24526          202.58.180.0/24
 24526          202.58.181.0/24
 24526          202.58.182.0/24
 24526          202.58.183.0/24
 17653          202.58.191.0/24
 45701          202.58.192.0/24
 45701          202.58.193.0/24
 45701          202.58.194.0/24
 45701          202.58.196.0/24
 45701          202.58.197.0/24
 45701          202.58.199.0/24
 45701          202.58.200.0/24
 45701          202.58.202.0/24
 45701          202.58.203.0/24
 45701          202.58.205.0/24
 45701          202.58.206.0/24
 45701          202.58.207.0/24
 17671          202.58.216.0/24
 17671          202.58.217.0/24
  1221          202.58.224.0/24
 55358          202.58.225.0/24
  1221          202.58.226.0/24
 17925          202.58.227.0/24
 55360          202.58.228.0/24
 55366          202.58.229.0/24
 55363          202.58.230.0/23
 55363          202.58.230.0/24
 55363          202.58.231.0/24
 55474          202.58.232.0/24
 45678          202.58.234.0/24
 55365          202.58.235.0/24
 55402          202.58.236.0/23
 55402          202.58.236.0/24
 55402          202.58.237.0/24
 46027          202.58.238.0/23
 45931          202.58.240.0/24
 45325          202.58.242.0/24
 45325          202.58.243.0/24
 24060          202.58.244.0/24
 45900          202.58.245.0/24
 45949          202.58.247.0/24
 24003          202.59.2.0/24
 24003          202.59.3.0/24
 23746          202.59.4.0/22
 55753          202.59.8.0/21
 17668          202.59.16.0/24
 17668          202.59.17.0/24
 17668          202.59.18.0/24
 17668          202.59.19.0/24
 17668          202.59.20.0/24
 17668          202.59.21.0/24
 17668          202.59.22.0/24
 17668          202.59.23.0/24
 17668          202.59.24.0/24
 17668          202.59.25.0/24
 17668          202.59.26.0/24
 17668          202.59.27.0/24
 17668          202.59.28.0/24
 17668          202.59.29.0/24
 17668          202.59.31.0/24
  9667          202.59.32.0/20
  9667          202.59.48.0/20
 17563          202.59.64.0/24
 17563          202.59.65.0/24
 17563          202.59.66.0/24
 17563          202.59.67.0/24
 17563          202.59.68.0/24
 17563          202.59.69.0/24
 17563          202.59.70.0/24
 17563          202.59.71.0/24
 17563          202.59.72.0/24
 17563          202.59.73.0/24
 17563          202.59.74.0/24
 17563          202.59.75.0/24
 17563          202.59.76.0/24
 17563          202.59.77.0/24
 17563          202.59.78.0/24
 17563          202.59.79.0/24
 17563          202.59.80.0/24
 17563          202.59.81.0/24
 17563          202.59.82.0/24
 17563          202.59.83.0/24
 17563          202.59.84.0/24
 17563          202.59.85.0/24
 17563          202.59.87.0/24
 17563          202.59.88.0/24
 17563          202.59.89.0/24
 17563          202.59.90.0/24
 17563          202.59.91.0/24
 17563          202.59.92.0/24
 17563          202.59.93.0/24
 17563          202.59.94.0/24
 17563          202.59.95.0/24
  4802          202.59.96.0/20
 23624          202.59.112.0/20
 38017          202.59.128.0/20
 38017          202.59.128.0/21
 38017          202.59.128.0/22
 38017          202.59.130.0/24
 38017          202.59.132.0/22
 38017          202.59.132.0/24
 38017          202.59.133.0/24
 38017          202.59.134.0/24
 38017          202.59.135.0/24
 38017          202.59.136.0/21
 38017          202.59.136.0/24
 38017          202.59.140.0/22
 23633          202.59.144.0/21
 38186          202.59.152.0/24
 38186          202.59.153.0/24
 38186          202.59.154.0/24
 38186          202.59.155.0/24
 38186          202.59.156.0/24
 38186          202.59.157.0/24
 38186          202.59.158.0/24
 38186          202.59.159.0/24
 17727          202.59.160.0/24
 17727          202.59.161.0/24
 17727          202.59.162.0/24
 17727          202.59.163.0/24
 17727          202.59.164.0/22
 17727          202.59.164.0/24
 17727          202.59.165.0/24
 17727          202.59.166.0/24
 17727          202.59.167.0/24
 17727          202.59.168.0/24
 17727          202.59.169.0/24
 17727          202.59.171.0/24
 17727          202.59.172.0/22
 17727          202.59.172.0/24
 17727          202.59.173.0/24
 17727          202.59.174.0/24
 17727          202.59.175.0/24
  9351          202.59.176.0/20
 18189          202.59.194.0/24
  9825          202.59.208.0/22
 45396          202.59.216.0/21
 45396          202.59.216.0/22
 45396          202.59.220.0/22
 55729          202.59.224.0/24
 55837          202.59.225.0/24
 55731          202.59.226.0/23
 55731          202.59.226.0/24
 55731          202.59.227.0/24
 55574          202.59.228.0/24
 45762          202.59.229.0/24
 55724          202.59.230.0/24
 55757          202.59.231.0/24
 55743          202.59.232.0/23
 17941          202.59.234.0/23
 55315          202.59.238.0/24
 55315          202.59.239.0/24
 55773          202.59.241.0/24
 23456          202.59.242.0/24
 23456          202.59.243.0/24
 55779          202.59.244.0/24
 55780          202.59.245.0/24
 55774          202.59.246.0/24
 18055          202.59.247.0/24
 55789          202.59.250.0/24
 55789          202.59.251.0/24
 55318          202.59.252.0/23
 55318          202.59.252.0/24
 55318          202.59.253.0/24
 55816          202.59.254.0/24
 23889          202.60.0.0/21
 24298          202.60.8.0/24
 24298          202.60.9.0/24
 24298          202.60.10.0/24
 24298          202.60.11.0/24
 24298          202.60.12.0/24
 24298          202.60.13.0/24
 24298          202.60.14.0/24
 24298          202.60.15.0/24
 18097          202.60.16.0/20
 17524          202.60.32.0/20
 38044          202.60.56.0/22
 38174          202.60.60.0/24
 38174          202.60.62.0/23
 38174          202.60.62.0/24
 38174          202.60.63.0/24
 24238          202.60.64.0/20
 24238          202.60.64.0/21
 24238          202.60.64.0/24
 24238          202.60.66.0/24
 24238          202.60.67.0/24
 24238          202.60.68.0/24
 24238          202.60.69.0/24
 24238          202.60.70.0/24
 24238          202.60.72.0/21
 45425          202.60.74.0/24
 24238          202.60.75.0/24
 24238          202.60.78.0/24
 24238          202.60.79.0/24
 45425          202.60.80.0/24
 45425          202.60.81.0/24
 45425          202.60.82.0/24
 24238          202.60.83.0/24
 45425          202.60.84.0/23
 45425          202.60.84.0/24
 45425          202.60.86.0/24
 24238          202.60.87.0/24
 24238          202.60.88.0/23
 24238          202.60.89.0/24
 24238          202.60.90.0/24
 45425          202.60.91.0/24
 24238          202.60.92.0/24
 45425          202.60.93.0/24
 24238          202.60.94.0/23
 24238          202.60.95.0/24
 24088          202.60.104.0/21
 24088          202.60.104.0/24
 24088          202.60.105.0/24
 24088          202.60.107.0/24
 24088          202.60.108.0/24
 24088          202.60.111.0/24
 37970          202.60.112.0/24
 37970          202.60.113.0/24
 37970          202.60.114.0/24
 37970          202.60.115.0/24
 37970          202.60.116.0/22
 37970          202.60.120.0/24
 37970          202.60.121.0/24
 37970          202.60.122.0/23
 37970          202.60.124.0/22
 23768          202.60.128.0/24
 23768          202.60.129.0/24
 23768          202.60.130.0/24
 23768          202.60.131.0/24
  9351          202.60.160.0/19
 17887          202.60.192.0/20
 17887          202.60.192.0/21
 17887          202.60.192.0/22
 17887          202.60.196.0/22
 17887          202.60.198.0/24
 17887          202.60.199.0/24
 17887          202.60.200.0/21
 17887          202.60.200.0/22
 17887          202.60.200.0/24
 17887          202.60.203.0/24
 17887          202.60.204.0/22
 17887          202.60.205.0/24
 17887          202.60.207.0/24
  7468          202.60.224.0/24
  7468          202.60.225.0/24
  7468          202.60.226.0/24
  7468          202.60.227.0/24
  9925          202.60.228.0/22
  9925          202.60.232.0/22
  9925          202.60.236.0/22
  9925          202.60.240.0/21
  9925          202.60.248.0/22
  9925          202.60.252.0/22
 17828          202.61.0.0/24
 23833          202.61.1.0/24
 18119          202.61.2.0/23
  4825          202.61.4.0/24
  4825          202.61.5.0/24
  4825          202.61.6.0/24
  4825          202.61.7.0/24
 38015          202.61.8.0/23
 18192          202.61.12.0/24
 18192          202.61.13.0/24
 18192          202.61.14.0/23
 18192          202.61.14.0/24
 18192          202.61.15.0/24
  2514          202.61.16.0/20
 23966          202.61.32.0/19
 23966          202.61.32.0/20
 23966          202.61.32.0/24
 23966          202.61.34.0/24
 23966          202.61.36.0/24
 23966          202.61.37.0/24
 23966          202.61.39.0/24
 23966          202.61.40.0/24
 23966          202.61.41.0/24
 23966          202.61.42.0/24
 23966          202.61.43.0/24
 23966          202.61.44.0/24
 45779          202.61.45.0/24
 23966          202.61.46.0/24
 23966          202.61.47.0/24
 23966          202.61.48.0/24
 23966          202.61.49.0/24
 23966          202.61.50.0/24
 23966          202.61.51.0/24
 23966          202.61.52.0/24
 23966          202.61.53.0/24
 23966          202.61.54.0/24
 23966          202.61.55.0/24
 23966          202.61.56.0/21
 23966          202.61.56.0/24
 23966          202.61.57.0/24
 23966          202.61.58.0/24
 23966          202.61.59.0/24
 23966          202.61.60.0/24
 23966          202.61.61.0/24
 23966          202.61.62.0/24
 23966          202.61.63.0/24
 45315          202.61.96.0/24
 55801          202.61.97.0/24
 45786          202.61.98.0/23
 45786          202.61.100.0/23
 45786          202.61.100.0/24
 45786          202.61.101.0/24
 55804          202.61.102.0/24
 55807          202.61.103.0/24
 55656          202.61.104.0/23
 55656          202.61.104.0/24
 53590          202.61.106.0/23
 55812          202.61.108.0/24
 55815          202.61.109.0/24
 55820          202.61.110.0/24
 55823          202.61.111.0/24
 55825          202.61.112.0/24
 55825          202.61.113.0/24
 45181          202.61.114.0/23
 10143          202.61.116.0/24
 55741          202.61.117.0/24
 55833          202.61.118.0/24
 55567          202.61.122.0/24
 55661          202.61.124.0/23
 55661          202.61.124.0/24
 55661          202.61.125.0/24
 45732          202.61.126.0/24
 10113          202.61.130.0/24
 10113          202.61.131.0/24
 10113          202.61.132.0/24
 10113          202.61.133.0/24
 10113          202.61.134.0/24
 10113          202.61.136.0/24
 10113          202.61.137.0/24
 10113          202.61.138.0/23
 10113          202.61.140.0/24
 10113          202.61.141.0/24
 10113          202.61.142.0/23
 10113          202.61.144.0/24
 10113          202.61.147.0/24
 10113          202.61.148.0/24
 10113          202.61.149.0/24
 10113          202.61.150.0/24
 10113          202.61.151.0/24
 10113          202.61.156.0/24
 10113          202.61.157.0/24
 10113          202.61.162.0/23
 10113          202.61.164.0/23
 10113          202.61.166.0/23
 10113          202.61.168.0/24
 10113          202.61.170.0/23
 10113          202.61.170.0/24
 10113          202.61.174.0/23
 10113          202.61.176.0/24
 10113          202.61.179.0/24
 10113          202.61.180.0/22
 10113          202.61.184.0/24
 10113          202.61.188.0/23
 10113          202.61.192.0/24
 10113          202.61.204.0/22
 10113          202.61.208.0/23
 10113          202.61.210.0/24
 10113          202.61.211.0/24
 10113          202.61.212.0/24
 10113          202.61.213.0/24
 10113          202.61.214.0/24
 10113          202.61.215.0/24
 10113          202.61.216.0/24
 10113          202.61.217.0/24
 10113          202.61.218.0/24
 10113          202.61.219.0/24
 10113          202.61.220.0/23
 10113          202.61.222.0/24
 10113          202.61.224.0/23
 38714          202.61.226.0/24
 10113          202.61.227.0/24
 10113          202.61.229.0/24
 10113          202.61.230.0/24
 10113          202.61.231.0/24
 10113          202.61.234.0/24
 38714          202.61.235.0/24
 10113          202.61.236.0/24
 38714          202.61.237.0/24
 10113          202.61.238.0/24
 10113          202.61.239.0/24
 10113          202.61.240.0/24
 10113          202.61.242.0/24
 10113          202.61.243.0/24
 38714          202.61.245.0/24
 10113          202.61.246.0/24
 38714          202.61.247.0/24
 10113          202.61.248.0/24
 38714          202.61.249.0/24
 10113          202.61.250.0/24
 10113          202.61.251.0/24
 10113          202.61.252.0/24
 10113          202.61.254.0/24
 38714          202.61.255.0/24
  9241          202.62.0.0/21
  9341          202.62.8.0/24
 38757          202.62.9.0/24
  9341          202.62.10.0/24
  9341          202.62.11.0/24
 24523          202.62.12.0/23
 24523          202.62.14.0/23
  4832          202.62.16.0/20
  4832          202.62.16.0/22
  4832          202.62.31.0/24
 24008          202.62.32.0/19
 24008          202.62.33.0/24
 24008          202.62.34.0/24
 24008          202.62.35.0/24
 24008          202.62.36.0/24
 24008          202.62.39.0/24
 24008          202.62.61.0/24
 24008          202.62.62.0/24
 24008          202.62.63.0/24
 17483          202.62.64.0/24
 17483          202.62.65.0/24
 17483          202.62.66.0/24
 17483          202.62.67.0/24
 17483          202.62.68.0/24
 17483          202.62.69.0/24
 17483          202.62.70.0/24
 17483          202.62.71.0/24
 17483          202.62.72.0/24
 17483          202.62.73.0/24
 17483          202.62.74.0/24
 17483          202.62.75.0/24
 17483          202.62.76.0/24
 17483          202.62.77.0/24
 17483          202.62.78.0/24
 17483          202.62.79.0/24
 17483          202.62.80.0/24
 17483          202.62.81.0/24
 17483          202.62.82.0/24
 17483          202.62.83.0/24
 17483          202.62.84.0/24
 17483          202.62.85.0/24
 17483          202.62.86.0/24
 17483          202.62.87.0/24
 17483          202.62.88.0/24
 17483          202.62.89.0/24
 17483          202.62.90.0/24
 17483          202.62.91.0/24
 17483          202.62.92.0/24
 17483          202.62.93.0/24
 17483          202.62.94.0/24
 17483          202.62.95.0/24
 10226          202.62.96.0/20
 10226          202.62.96.0/24
 10226          202.62.97.0/24
 10226          202.62.98.0/24
 10226          202.62.99.0/24
 10226          202.62.100.0/24
 10226          202.62.101.0/24
 10226          202.62.102.0/24
 10226          202.62.103.0/24
 10226          202.62.104.0/24
 10226          202.62.105.0/24
 10226          202.62.106.0/24
 10226          202.62.107.0/24
 10226          202.62.108.0/24
 10226          202.62.109.0/24
 10226          202.62.110.0/24
 10226          202.62.111.0/24
  9941          202.62.116.0/23
  9941          202.62.116.0/24
  9941          202.62.117.0/24
  4638          202.62.118.0/23
  4638          202.62.120.0/21
  9482          202.62.128.0/19
  9482          202.62.128.0/21
  9482          202.62.148.0/23
  9482          202.62.150.0/23
  9482          202.62.156.0/22
 18126          202.62.160.0/20
  9906          202.62.192.0/19
  9906          202.62.194.0/24
  9906          202.62.195.0/24
  9906          202.62.196.0/24
  9906          202.62.197.0/24
  9906          202.62.198.0/24
  9906          202.62.199.0/24
 23772          202.62.224.0/20
 45741          202.62.240.0/22
 45741          202.62.240.0/23
 45850          202.62.244.0/24
 23878          202.62.245.0/24
 45851          202.62.246.0/24
 45853          202.62.247.0/24
 17511          202.62.253.0/24
 10213          202.62.254.0/24
 10138          202.63.3.0/24
 10138          202.63.4.0/22
 10074          202.63.16.0/24
 10074          202.63.17.0/24
 10074          202.63.18.0/24
 10074          202.63.19.0/24
 10138          202.63.23.0/24
 10074          202.63.27.0/24
 10113          202.63.32.0/22
 10113          202.63.36.0/22
 10113          202.63.40.0/22
 10113          202.63.44.0/23
 10113          202.63.46.0/24
 10113          202.63.47.0/24
 10113          202.63.48.0/21
 10113          202.63.56.0/21
  9499          202.63.64.0/20
  9499          202.63.66.0/24
  9499          202.63.67.0/24
  9499          202.63.68.0/24
  9499          202.63.69.0/24
  9499          202.63.70.0/24
  9499          202.63.71.0/24
  9499          202.63.73.0/24
  9499          202.63.74.0/24
  9499          202.63.75.0/24
  9499          202.63.76.0/24
  9499          202.63.77.0/24
  9499          202.63.78.0/24
 17771          202.63.96.0/24
 17771          202.63.97.0/24
 17771          202.63.98.0/24
 17771          202.63.99.0/24
 17771          202.63.100.0/24
 17771          202.63.101.0/24
 17771          202.63.102.0/24
 17771          202.63.103.0/24
 17771          202.63.104.0/24
 17771          202.63.105.0/24
 17771          202.63.106.0/24
 17771          202.63.107.0/24
 17771          202.63.108.0/24
 17771          202.63.109.0/24
 17771          202.63.110.0/24
 17771          202.63.111.0/24
 17771          202.63.112.0/24
 17771          202.63.113.0/24
 17771          202.63.114.0/24
 17771          202.63.115.0/24
 17771          202.63.116.0/24
 17771          202.63.117.0/24
 17771          202.63.118.0/24
 17771          202.63.119.0/24
 17771          202.63.120.0/24
 17771          202.63.121.0/24
 17771          202.63.122.0/24
 17771          202.63.123.0/24
 17771          202.63.124.0/24
 17771          202.63.125.0/24
 17771          202.63.126.0/24
 17771          202.63.127.0/24
 17547          202.63.128.0/19
 17547          202.63.128.0/20
 17547          202.63.144.0/20
  4837          202.63.160.0/20
 38584          202.63.192.0/24
 38584          202.63.193.0/24
 38584          202.63.194.0/24
 38584          202.63.195.0/24
 38584          202.63.196.0/24
 38584          202.63.197.0/24
 38584          202.63.198.0/24
 38584          202.63.199.0/24
 38584          202.63.200.0/24
 38584          202.63.202.0/24
 38584          202.63.203.0/24
 38584          202.63.204.0/24
 38584          202.63.205.0/24
 38584          202.63.206.0/24
 38584          202.63.207.0/24
 46785          202.63.208.0/24
 46785          202.63.209.0/24
 46785          202.63.210.0/24
 38584          202.63.212.0/24
 38584          202.63.213.0/24
 38584          202.63.214.0/24
 38584          202.63.215.0/24
 38584          202.63.216.0/24
 38584          202.63.217.0/24
 38584          202.63.218.0/24
 38584          202.63.219.0/24
 38584          202.63.220.0/24
 38584          202.63.221.0/24
 38584          202.63.222.0/24
 38584          202.63.223.0/24
  7700          202.63.224.0/20
  7700          202.63.226.0/24
  7700          202.63.227.0/24
  7700          202.63.228.0/24
  7700          202.63.229.0/24
  7700          202.63.230.0/24
  7700          202.63.232.0/24
  7700          202.63.233.0/24
  7700          202.63.234.0/24
  7700          202.63.235.0/24
  7700          202.63.236.0/24
  7700          202.63.237.0/24
  7700          202.63.238.0/24
  7700          202.63.239.0/24
  4007          202.63.240.0/21
 24468          202.63.252.0/24
 38456          202.63.254.0/24
 38456          202.63.255.0/24
  2706          202.64.0.0/16
  2706          202.64.0.0/18
  2706          202.64.64.0/18
  7468          202.64.110.0/24
  2706          202.64.123.0/24
  2706          202.64.128.0/18
 10026          202.64.139.0/24
  2706          202.64.192.0/18
 10147          202.64.240.0/24
 17641          202.65.10.0/23
 17641          202.65.10.0/24
 17641          202.65.11.0/24
 38796          202.65.12.0/24
 38796          202.65.14.0/24
 17812          202.65.16.0/24
 17812          202.65.17.0/24
 17812          202.65.18.0/24
 17812          202.65.19.0/24
 17812          202.65.21.0/24
 17812          202.65.22.0/24
 17812          202.65.24.0/24
 64001          202.65.27.0/24
 10131          202.65.32.0/24
 10131          202.65.34.0/24
 10131          202.65.35.0/24
 10131          202.65.36.0/24
 10131          202.65.37.0/24
 10131          202.65.39.0/24
 10131          202.65.41.0/24
 10131          202.65.42.0/24
 10131          202.65.43.0/24
 10131          202.65.44.0/24
 10131          202.65.45.0/24
 10131          202.65.49.0/24
 10131          202.65.50.0/24
 10131          202.65.51.0/24
 10131          202.65.53.0/24
 10131          202.65.54.0/24
 23746          202.65.56.0/21
  4648          202.65.57.0/24
 10131          202.65.58.0/24
 10131          202.65.60.0/24
  9549          202.65.64.0/19
 23951          202.65.112.0/23
 23951          202.65.112.0/24
 23951          202.65.113.0/24
 23951          202.65.114.0/23
 23951          202.65.114.0/24
 23951          202.65.115.0/24
 23951          202.65.116.0/23
 23951          202.65.116.0/24
 23951          202.65.117.0/24
 23951          202.65.118.0/23
 23951          202.65.118.0/24
 23951          202.65.119.0/24
 23951          202.65.121.0/24
 23951          202.65.122.0/24
 23951          202.65.123.0/24
 46051          202.65.124.0/24
 46051          202.65.125.0/24
 46051          202.65.126.0/24
 46051          202.65.127.0/24
 18229          202.65.128.0/24
 18229          202.65.129.0/24
 18229          202.65.130.0/24
 18229          202.65.131.0/24
 18229          202.65.132.0/24
 18229          202.65.133.0/24
 18229          202.65.134.0/24
 18229          202.65.135.0/24
 18229          202.65.136.0/24
 18229          202.65.137.0/24
 18229          202.65.138.0/24
 18229          202.65.139.0/24
 18229          202.65.140.0/24
 18229          202.65.141.0/24
 18229          202.65.142.0/24
 18229          202.65.143.0/24
 18229          202.65.144.0/24
 18229          202.65.145.0/24
 18229          202.65.146.0/24
 18229          202.65.147.0/24
 18229          202.65.148.0/24
 18229          202.65.149.0/24
 18229          202.65.150.0/24
 18229          202.65.151.0/24
 18229          202.65.152.0/24
 18229          202.65.153.0/24
 18229          202.65.154.0/24
 18229          202.65.155.0/24
 18229          202.65.156.0/24
 18229          202.65.157.0/24
 18229          202.65.158.0/24
 18229          202.65.159.0/24
 18017          202.65.160.0/23
 55872          202.65.162.0/23
 55872          202.65.164.0/22
 38592          202.65.168.0/21
 38592          202.65.168.0/24
 38592          202.65.169.0/24
 38592          202.65.170.0/24
 38592          202.65.171.0/24
 38592          202.65.172.0/24
 38592          202.65.173.0/24
 38592          202.65.174.0/24
 38592          202.65.175.0/24
 18360          202.65.176.0/20
  9584          202.65.192.0/19
  9584          202.65.192.0/20
  9584          202.65.193.0/24
  9584          202.65.194.0/24
  9584          202.65.206.0/24
  9584          202.65.208.0/20
  9584          202.65.210.0/24
  9584          202.65.214.0/24
  9584          202.65.217.0/24
  9584          202.65.219.0/24
  9584          202.65.220.0/24
  9584          202.65.221.0/24
  4773          202.65.240.0/21
  4773          202.65.241.0/24
  4773          202.65.242.0/24
  4773          202.65.244.0/24
  4773          202.65.245.0/24
  4773          202.65.246.0/24
  4773          202.65.247.0/24
  4058          202.66.0.0/17
  4058          202.66.0.0/18
  4058          202.66.30.0/24
  4058          202.66.31.0/24
  4058          202.66.32.0/24
  4058          202.66.33.0/24
  4058          202.66.35.0/24
  4058          202.66.37.0/24
  4058          202.66.38.0/24
  4058          202.66.64.0/18
  4655          202.66.86.0/24
  4058          202.66.110.0/24
  9584          202.66.128.0/19
  9584          202.66.129.0/24
  9584          202.66.130.0/24
  9584          202.66.131.0/24
  9584          202.66.139.0/24
  9584          202.66.144.0/24
  9584          202.66.147.0/24
  9584          202.66.149.0/24
  9584          202.66.150.0/24
  9584          202.66.157.0/24
  4058          202.66.192.0/18
  4058          202.66.192.0/19
  5017          202.66.203.0/24
  5017          202.66.204.0/24
  5017          202.66.205.0/24
  5018          202.66.207.0/24
  4058          202.66.224.0/19
  4058          202.66.246.0/23
 17825          202.67.4.0/24
 17825          202.67.5.0/24
 17825          202.67.6.0/24
 17825          202.67.7.0/24
 24195          202.67.8.0/22
 24195          202.67.12.0/22
  7522          202.67.16.0/20
 45727          202.67.32.0/24
 45727          202.67.33.0/24
 45727          202.67.34.0/24
 45727          202.67.35.0/24
